Or_ID,C_ID,P_ID,Order_Date,Order_Time,Qty,Coupon,DP_ID,Discount
OR_31004932,CS_11003490,PD_21000872,2024-03-13,12:42:31,6,"No Coupon",DV_61000002,0
OR_31004933,CS_11009187,PD_21008467,2024-05-03,17:38:06,2,BEST,DV_61000003,12
OR_31004934,CS_11009542,PD_21009983,2023-01-23,15:24:24,2,FUND,DV_61000002,25
OR_31004935,CS_11006437,PD_21001301,2024-05-03,05:05:49,4,CURRENT,DV_61000003,15
OR_31004936,CS_11001801,PD_21001553,2023-05-29,13:53:35,7,"No Coupon",DV_61000004,0
OR_31004937,CS_11003772,PD_21005668,2024-04-23,13:28:51,1,OFFICER,DV_61000003,20
OR_31004938,CS_11006422,PD_21009742,2023-10-26,19:25:39,5,CUT,DV_61000001,15
OR_31004939,CS_11009743,PD_21001606,2023-04-30,17:34:53,7,SUFFER,DV_61000001,10
OR_31004940,CS_11007555,PD_21008178,2024-03-27,10:47:16,1,WISH,DV_61000001,10
OR_31004941,CS_11006414,PD_21004142,2024-05-21,10:05:01,6,ENOUGH,DV_61000001,20
OR_31004942,CS_11001034,PD_21005550,2023-11-20,01:40:16,7,WHILE,DV_61000005,10
OR_31004943,CS_11006770,PD_21000081,2023-11-01,22:28:48,7,STORE,DV_61000003,10
OR_31004944,CS_11005039,PD_21008861,2024-09-28,07:10:14,2,SUDDENLY,DV_61000001,10
OR_31004945,CS_11005948,PD_21008358,2024-03-01,05:46:22,6,DECISION,DV_61000002,5
OR_31004946,CS_11007148,PD_21004255,2023-06-29,00:06:52,6,READ,DV_61000002,5
OR_31004947,CS_11005410,PD_21000258,2023-03-09,02:51:51,1,"No Coupon",DV_61000005,0
OR_31004948,CS_11005899,PD_21007752,2023-10-24,05:12:44,3,TOUGH,DV_61000003,25
OR_31004949,CS_11007556,PD_21007653,2024-09-02,09:09:19,8,BIG,DV_61000003,12
OR_31004950,CS_11005529,PD_21000610,2023-11-28,12:06:54,4,SECURITY,DV_61000003,10
OR_31004951,CS_11008645,PD_21006188,2023-12-11,05:27:31,2,"No Coupon",DV_61000005,0
OR_31004952,CS_11000653,PD_21006649,2024-05-29,18:27:00,9,"No Coupon",DV_61000003,0
OR_31004953,CS_11006251,PD_21007968,2023-03-29,18:45:05,8,"No Coupon",DV_61000003,0
OR_31004954,CS_11005981,PD_21004805,2024-08-31,20:37:18,7,"No Coupon",DV_61000001,0
OR_31004955,CS_11007169,PD_21008156,2024-11-07,18:55:26,2,"No Coupon",DV_61000003,0
OR_31004956,CS_11002064,PD_21005134,2024-11-23,22:26:16,2,"No Coupon",DV_61000001,0
OR_31004957,CS_11002691,PD_21002940,2023-11-28,04:36:03,1,"No Coupon",DV_61000001,0
OR_31004958,CS_11007798,PD_21000010,2024-12-03,17:15:59,10,"No Coupon",DV_61000003,0
OR_31004959,CS_11003766,PD_21008126,2024-11-11,09:29:06,9,YOURSELF,DV_61000002,30
OR_31004960,CS_11003551,PD_21007583,2023-09-18,11:12:58,10,"No Coupon",DV_61000004,0
OR_31004961,CS_11003218,PD_21003693,2023-04-27,13:26:26,4,WILL,DV_61000002,10
OR_31004962,CS_11002968,PD_21000714,2024-05-11,12:02:10,4,USE,DV_61000003,50
OR_31004963,CS_11007351,PD_21005966,2023-04-30,15:54:50,2,"No Coupon",DV_61000003,0
OR_31004964,CS_11002964,PD_21007427,2023-04-07,00:30:36,3,THEORY,DV_61000002,25
OR_31004965,CS_11001348,PD_21004652,2024-01-21,13:44:24,9,STILL,DV_61000003,10
OR_31004966,CS_11005194,PD_21001448,2023-08-18,23:41:09,10,"No Coupon",DV_61000001,0
OR_31004967,CS_11008855,PD_21007356,2024-01-07,14:50:22,7,"No Coupon",DV_61000005,0
OR_31004968,CS_11007079,PD_21008027,2024-05-15,03:40:06,1,FIRM,DV_61000003,25
OR_31004969,CS_11004965,PD_21001891,2024-06-23,14:27:18,10,LEARN,DV_61000003,20
OR_31004970,CS_11006214,PD_21003979,2024-01-06,01:28:28,2,THEMSELVES,DV_61000002,25
OR_31004971,CS_11001571,PD_21000186,2024-01-05,14:11:57,7,WORD,DV_61000001,10
OR_31004972,CS_11001958,PD_21006124,2023-02-26,19:17:50,4,"No Coupon",DV_61000002,0
OR_31004973,CS_11003150,PD_21005021,2024-07-27,18:31:44,7,METHOD,DV_61000002,15
OR_31004974,CS_11003922,PD_21003491,2023-08-02,12:39:57,8,DIFFERENCE,DV_61000003,5
OR_31004975,CS_11003000,PD_21001512,2023-12-18,08:01:47,6,"No Coupon",DV_61000001,0
OR_31004976,CS_11000894,PD_21004876,2024-11-22,13:25:49,4,BEFORE,DV_61000003,12
OR_31004977,CS_11006972,PD_21002058,2023-10-24,19:15:56,10,IMAGE,DV_61000003,35
OR_31004978,CS_11009783,PD_21009874,2023-11-23,10:07:32,9,WRONG,DV_61000003,10
OR_31004979,CS_11004426,PD_21001979,2023-01-21,14:45:44,2,THAN,DV_61000003,25
OR_31004980,CS_11009238,PD_21001145,2023-07-20,10:34:54,9,CONGRESS,DV_61000005,15
OR_31004981,CS_11003799,PD_21001671,2023-04-16,23:59:54,7,"No Coupon",DV_61000004,0
OR_31004982,CS_11003557,PD_21003274,2023-12-07,20:35:53,3,MY,DV_61000001,15
OR_31004983,CS_11001146,PD_21001586,2024-05-25,11:38:11,1,"No Coupon",DV_61000005,0
OR_31004984,CS_11006622,PD_21002148,2024-09-24,17:38:16,5,BUT,DV_61000004,12
OR_31004985,CS_11000630,PD_21006335,2023-04-08,14:36:15,4,PARENT,DV_61000004,25
OR_31004986,CS_11001758,PD_21004381,2024-07-04,09:30:58,3,GROUP,DV_61000004,50
OR_31004987,CS_11000912,PD_21008351,2024-08-07,03:22:34,5,PUBLIC,DV_61000005,25
OR_31004988,CS_11006263,PD_21008237,2023-10-23,05:01:24,1,"No Coupon",DV_61000001,0
OR_31004989,CS_11009315,PD_21005756,2023-05-31,10:47:08,10,WALK,DV_61000002,10
OR_31004990,CS_11000019,PD_21002184,2024-09-30,12:53:56,10,"No Coupon",DV_61000004,0
OR_31004991,CS_11008798,PD_21007059,2024-09-03,13:54:14,7,"No Coupon",DV_61000002,0
OR_31004992,CS_11004755,PD_21001449,2023-04-29,23:42:12,5,IT,DV_61000002,35
OR_31004993,CS_11000215,PD_21008683,2024-11-12,22:05:36,8,"No Coupon",DV_61000003,0
OR_31004994,CS_11001175,PD_21007514,2023-10-07,00:13:50,7,"No Coupon",DV_61000002,0
OR_31004995,CS_11003734,PD_21008390,2024-06-04,19:39:32,1,HEART,DV_61000003,40
OR_31004996,CS_11005998,PD_21009915,2024-12-04,13:53:35,9,"No Coupon",DV_61000001,0
OR_31004997,CS_11003479,PD_21008486,2024-05-16,15:10:34,2,SHORT,DV_61000001,10
OR_31004998,CS_11008081,PD_21003648,2024-01-29,15:55:31,1,"No Coupon",DV_61000003,0
OR_31004999,CS_11000679,PD_21002860,2024-04-03,17:50:20,2,"No Coupon",DV_61000001,0
OR_31005000,CS_11008850,PD_21007568,2023-04-13,03:31:06,7,OCCUR,DV_61000004,20
OR_31005001,CS_11004578,PD_21006314,2023-10-25,14:21:47,2,PER,DV_61000001,25
OR_31005002,CS_11004836,PD_21008828,2023-10-12,15:24:19,3,"No Coupon",DV_61000003,0
OR_31005003,CS_11006687,PD_21009331,2023-08-19,20:02:00,8,REALITY,DV_61000004,5
OR_31005004,CS_11008104,PD_21001135,2024-09-13,12:11:54,1,"No Coupon",DV_61000002,0
OR_31005005,CS_11002355,PD_21006132,2024-06-05,22:13:08,7,LONG,DV_61000002,20
OR_31005006,CS_11002765,PD_21004362,2023-07-05,13:17:59,4,"No Coupon",DV_61000002,0
OR_31005007,CS_11007309,PD_21008451,2023-12-24,23:47:53,1,"No Coupon",DV_61000003,0
OR_31005008,CS_11001931,PD_21003096,2024-08-04,23:29:42,2,AGREEMENT,DV_61000002,10
OR_31005009,CS_11009837,PD_21008579,2023-03-12,18:31:13,2,"No Coupon",DV_61000001,0
OR_31005010,CS_11004373,PD_21008084,2023-06-29,08:12:11,5,"No Coupon",DV_61000002,0
OR_31005011,CS_11004116,PD_21008920,2024-02-16,12:11:39,7,WISH,DV_61000005,10
OR_31005012,CS_11002392,PD_21008220,2023-06-08,03:13:34,2,"No Coupon",DV_61000005,0
OR_31005013,CS_11005101,PD_21006351,2023-02-04,09:15:16,9,EVIDENCE,DV_61000002,20
OR_31005014,CS_11004610,PD_21005249,2024-03-26,23:46:18,3,FULL,DV_61000002,25
OR_31005015,CS_11003471,PD_21009553,2023-08-08,23:17:36,3,"No Coupon",DV_61000005,0
OR_31005016,CS_11000732,PD_21001878,2024-05-26,09:09:11,1,"No Coupon",DV_61000002,0
OR_31005017,CS_11007232,PD_21006647,2023-10-27,22:35:37,4,ABOUT,DV_61000004,10
OR_31005018,CS_11009044,PD_21005657,2023-02-03,15:03:37,7,START,DV_61000005,10
OR_31005019,CS_11007911,PD_21000543,2023-02-18,07:57:03,10,"No Coupon",DV_61000003,0
OR_31005020,CS_11005752,PD_21007915,2023-02-09,19:00:21,9,"No Coupon",DV_61000005,0
OR_31005021,CS_11008464,PD_21008683,2024-07-30,20:22:29,7,"No Coupon",DV_61000001,0
OR_31005022,CS_11001008,PD_21004800,2023-02-17,21:25:50,8,"No Coupon",DV_61000004,0
OR_31005023,CS_11004610,PD_21004795,2024-04-12,21:11:38,7,SELL,DV_61000003,10
OR_31005024,CS_11002994,PD_21006375,2023-07-24,23:19:33,8,HIS,DV_61000002,40
OR_31005025,CS_11003758,PD_21006044,2024-12-21,07:34:09,1,NOTHING,DV_61000001,10
OR_31005026,CS_11006165,PD_21005130,2023-10-02,21:09:20,7,"No Coupon",DV_61000001,0
OR_31005027,CS_11002570,PD_21002353,2024-05-27,01:20:28,1,THIS,DV_61000004,25
OR_31005028,CS_11006053,PD_21004247,2024-01-17,11:32:12,3,"No Coupon",DV_61000003,0
OR_31005029,CS_11004071,PD_21004893,2024-11-30,16:44:37,1,PLAYER,DV_61000001,25
OR_31005030,CS_11002998,PD_21004655,2024-06-07,02:38:43,8,CAMERA,DV_61000003,15
OR_31005031,CS_11007599,PD_21006971,2023-12-29,03:41:42,7,"No Coupon",DV_61000003,0
OR_31005032,CS_11000603,PD_21009946,2024-12-11,10:57:05,2,REGION,DV_61000001,5
OR_31005033,CS_11007365,PD_21004366,2023-03-24,12:21:21,3,"No Coupon",DV_61000003,0
OR_31005034,CS_11004119,PD_21004151,2023-09-12,15:37:25,1,CAUSE,DV_61000004,15
OR_31005035,CS_11001820,PD_21003925,2023-04-03,04:35:48,3,HOUSE,DV_61000001,40
OR_31005036,CS_11007487,PD_21003952,2023-02-05,17:38:35,2,"No Coupon",DV_61000004,0
OR_31005037,CS_11006102,PD_21001150,2024-08-14,05:26:05,5,CARD,DV_61000004,15
OR_31005038,CS_11007596,PD_21009549,2024-02-16,19:56:44,4,"No Coupon",DV_61000003,0
OR_31005039,CS_11009371,PD_21006677,2023-06-03,21:50:03,5,"No Coupon",DV_61000003,0
OR_31005040,CS_11000423,PD_21006539,2023-04-13,09:15:32,7,ECONOMY,DV_61000001,20
OR_31005041,CS_11003305,PD_21003881,2024-07-17,17:29:20,8,RESEARCH,DV_61000002,5
OR_31005042,CS_11004680,PD_21003960,2024-05-12,21:06:48,4,"No Coupon",DV_61000001,0
OR_31005043,CS_11001024,PD_21006625,2023-08-05,10:20:32,8,"No Coupon",DV_61000004,0
OR_31005044,CS_11007687,PD_21006804,2023-04-21,21:52:57,2,NATION,DV_61000003,10
OR_31005045,CS_11004054,PD_21001032,2023-09-01,19:02:54,10,DIFFICULT,DV_61000004,5
OR_31005046,CS_11008988,PD_21006375,2024-07-19,04:13:17,6,"No Coupon",DV_61000005,0
OR_31005047,CS_11008169,PD_21006218,2024-10-22,14:45:31,5,"No Coupon",DV_61000005,0
OR_31005048,CS_11008706,PD_21001949,2023-06-15,08:54:39,4,UNTIL,DV_61000004,50
OR_31005049,CS_11006586,PD_21001817,2023-11-04,10:29:20,8,"No Coupon",DV_61000002,0
OR_31005050,CS_11003729,PD_21001333,2023-09-01,03:26:48,5,BLOOD,DV_61000002,12
OR_31005051,CS_11008604,PD_21009129,2024-10-20,18:08:49,10,"No Coupon",DV_61000001,0
OR_31005052,CS_11003760,PD_21006056,2023-08-29,21:09:08,3,"No Coupon",DV_61000001,0
OR_31005053,CS_11009298,PD_21008518,2023-06-11,11:21:46,4,"No Coupon",DV_61000001,0
OR_31005054,CS_11002259,PD_21006504,2023-09-11,18:24:52,8,CATCH,DV_61000003,15
OR_31005055,CS_11009752,PD_21002879,2023-08-29,07:23:41,6,START,DV_61000002,10
OR_31005056,CS_11000913,PD_21003115,2023-12-25,22:43:56,2,JOIN,DV_61000004,17
OR_31005057,CS_11005561,PD_21000443,2024-07-11,13:20:04,2,"No Coupon",DV_61000005,0
OR_31005058,CS_11007605,PD_21004055,2024-04-17,16:12:40,1,"No Coupon",DV_61000002,0
OR_31005059,CS_11009589,PD_21009685,2024-10-02,22:06:48,10,SPRING,DV_61000002,10
OR_31005060,CS_11001673,PD_21009965,2024-06-27,06:53:43,6,HAPPY,DV_61000002,40
OR_31005061,CS_11000482,PD_21001797,2023-11-05,16:23:17,10,COMMERCIAL,DV_61000001,15
OR_31005062,CS_11003542,PD_21001692,2024-05-01,13:50:16,8,"No Coupon",DV_61000003,0
OR_31005063,CS_11007837,PD_21003779,2023-10-14,10:12:45,9,ALONG,DV_61000004,10
OR_31005064,CS_11008906,PD_21008339,2024-08-06,08:13:53,7,"No Coupon",DV_61000001,0
OR_31005065,CS_11006166,PD_21003283,2023-03-27,03:24:47,4,THROW,DV_61000003,25
OR_31005066,CS_11002834,PD_21009631,2023-11-07,00:17:21,9,"No Coupon",DV_61000002,0
OR_31005067,CS_11003643,PD_21008562,2024-04-24,14:41:54,1,"No Coupon",DV_61000003,0
OR_31005068,CS_11000693,PD_21006285,2024-10-18,19:12:43,6,"No Coupon",DV_61000001,0
OR_31005069,CS_11007946,PD_21001607,2024-07-24,12:18:38,4,"No Coupon",DV_61000002,0
OR_31005070,CS_11009849,PD_21008607,2023-05-22,00:59:28,8,"No Coupon",DV_61000001,0
OR_31005071,CS_11000855,PD_21006652,2023-10-24,04:44:01,1,"No Coupon",DV_61000004,0
OR_31005072,CS_11003069,PD_21008116,2023-10-06,22:18:47,8,THEIR,DV_61000002,25
OR_31005073,CS_11003509,PD_21004241,2024-08-30,03:02:12,7,OPEN,DV_61000003,20
OR_31005074,CS_11006834,PD_21009247,2024-06-15,00:30:51,10,PAST,DV_61000001,25
OR_31005075,CS_11004382,PD_21009665,2024-11-14,02:32:42,10,YEAH,DV_61000005,30
OR_31005076,CS_11007937,PD_21001433,2024-07-02,14:05:59,10,"No Coupon",DV_61000003,0
OR_31005077,CS_11004035,PD_21003315,2023-09-12,03:41:09,9,"No Coupon",DV_61000003,0
OR_31005078,CS_11009997,PD_21002512,2023-09-10,00:36:41,4,"No Coupon",DV_61000002,0
OR_31005079,CS_11003202,PD_21008958,2024-12-30,19:06:46,9,"No Coupon",DV_61000003,0
OR_31005080,CS_11006854,PD_21007608,2024-03-03,05:51:17,9,DAY,DV_61000001,5
OR_31005081,CS_11009019,PD_21007439,2023-04-11,15:43:12,4,"No Coupon",DV_61000005,0
OR_31005082,CS_11002977,PD_21001081,2024-04-11,11:02:20,8,BUSINESS,DV_61000004,12
OR_31005083,CS_11008692,PD_21005813,2023-06-30,20:18:44,3,"No Coupon",DV_61000005,0
OR_31005084,CS_11004094,PD_21000872,2024-11-24,22:43:19,8,PREPARE,DV_61000001,25
OR_31005085,CS_11007201,PD_21001472,2024-05-02,22:38:45,5,LITTLE,DV_61000002,20
OR_31005086,CS_11006173,PD_21004934,2024-11-22,20:08:27,4,WHITE,DV_61000001,10
OR_31005087,CS_11004372,PD_21009300,2023-12-14,09:30:49,2,"No Coupon",DV_61000003,0
OR_31005088,CS_11001385,PD_21008038,2023-02-10,19:13:46,10,"No Coupon",DV_61000002,0
OR_31005089,CS_11005773,PD_21007726,2023-02-22,23:41:54,2,WESTERN,DV_61000004,10
OR_31005090,CS_11008449,PD_21002076,2023-05-19,12:55:47,1,MEET,DV_61000004,15
OR_31005091,CS_11001725,PD_21005397,2024-10-05,19:37:27,5,"No Coupon",DV_61000001,0
OR_31005092,CS_11003536,PD_21008250,2024-02-08,04:17:51,4,BEST,DV_61000003,12
OR_31005093,CS_11008883,PD_21005341,2024-12-12,06:51:17,4,"No Coupon",DV_61000004,0
OR_31005094,CS_11001870,PD_21000287,2024-02-28,23:06:46,1,"No Coupon",DV_61000005,0
OR_31005095,CS_11002141,PD_21007455,2024-02-05,15:58:03,4,"No Coupon",DV_61000002,0
OR_31005096,CS_11008777,PD_21004529,2023-04-30,14:39:09,1,AROUND,DV_61000005,10
OR_31005097,CS_11007559,PD_21004723,2023-02-01,07:24:53,6,HOWEVER,DV_61000004,40
OR_31005098,CS_11005746,PD_21000057,2024-08-14,09:53:47,1,"No Coupon",DV_61000004,0
OR_31005099,CS_11005015,PD_21002904,2024-01-19,15:34:59,4,TREAT,DV_61000001,25
OR_31005100,CS_11003529,PD_21000877,2023-08-14,22:46:32,4,"No Coupon",DV_61000001,0
OR_31005101,CS_11007926,PD_21008149,2023-05-09,20:43:58,8,"No Coupon",DV_61000002,0
OR_31005102,CS_11001276,PD_21000424,2023-06-17,08:08:59,4,WINDOW,DV_61000001,10
OR_31005103,CS_11003219,PD_21001978,2023-04-23,14:07:36,5,"No Coupon",DV_61000003,0
OR_31005104,CS_11001705,PD_21004037,2024-03-07,10:09:46,4,"No Coupon",DV_61000002,0
OR_31005105,CS_11009069,PD_21004142,2024-08-31,15:41:55,4,INTERESTING,DV_61000003,35
OR_31005106,CS_11007139,PD_21005397,2024-10-14,07:29:01,9,"No Coupon",DV_61000001,0
OR_31005107,CS_11009887,PD_21003809,2023-10-18,03:01:14,6,"No Coupon",DV_61000002,0
OR_31005108,CS_11007225,PD_21003772,2024-05-20,06:18:21,5,CHANCE,DV_61000004,15
OR_31005109,CS_11003854,PD_21000038,2023-08-12,05:58:07,4,DOWN,DV_61000005,5
OR_31005110,CS_11002017,PD_21009069,2023-07-07,17:46:21,10,"No Coupon",DV_61000004,0
OR_31005111,CS_11007871,PD_21000840,2024-02-21,03:30:11,3,"No Coupon",DV_61000003,0
OR_31005112,CS_11003104,PD_21006956,2023-05-08,05:01:06,5,FEDERAL,DV_61000004,25
OR_31005113,CS_11004587,PD_21007774,2023-08-03,05:55:20,1,ATTENTION,DV_61000004,10
OR_31005114,CS_11003310,PD_21009547,2023-01-23,15:19:41,6,STUDENT,DV_61000005,10
OR_31005115,CS_11001166,PD_21004462,2024-05-12,00:21:51,9,"No Coupon",DV_61000005,0
OR_31005116,CS_11007124,PD_21004414,2024-06-11,20:51:21,6,"No Coupon",DV_61000004,0
OR_31005117,CS_11009013,PD_21007430,2023-06-22,07:09:54,9,RICH,DV_61000005,5
OR_31005118,CS_11008761,PD_21004979,2024-09-12,00:06:28,5,FREE,DV_61000004,25
OR_31005119,CS_11004156,PD_21008069,2024-08-06,19:00:47,1,LIFE,DV_61000002,20
OR_31005120,CS_11009254,PD_21009074,2023-06-24,16:34:39,3,COURT,DV_61000004,15
OR_31005121,CS_11000997,PD_21006120,2023-01-27,10:12:06,3,"No Coupon",DV_61000001,0
OR_31005122,CS_11004851,PD_21006599,2024-06-23,20:55:19,2,"No Coupon",DV_61000005,0
OR_31005123,CS_11004598,PD_21002824,2023-10-19,08:25:36,8,NAME,DV_61000005,10
OR_31005124,CS_11004934,PD_21003129,2023-08-18,11:27:04,1,"No Coupon",DV_61000003,0
OR_31005125,CS_11001047,PD_21005498,2023-02-01,03:06:32,2,LAY,DV_61000003,20
OR_31005126,CS_11006744,PD_21007976,2024-11-25,11:21:27,9,"No Coupon",DV_61000001,0
OR_31005127,CS_11000387,PD_21008147,2023-05-16,03:58:30,10,"No Coupon",DV_61000005,0
OR_31005128,CS_11008425,PD_21006764,2024-08-13,00:18:51,6,SAME,DV_61000005,10
OR_31005129,CS_11004148,PD_21006847,2023-12-04,20:27:53,2,EVER,DV_61000003,20
OR_31005130,CS_11007863,PD_21008027,2024-02-27,04:07:37,8,READY,DV_61000003,5
OR_31005131,CS_11005064,PD_21005056,2023-09-22,01:19:15,7,MACHINE,DV_61000004,15
OR_31005132,CS_11007666,PD_21003700,2023-02-12,08:26:22,3,"No Coupon",DV_61000005,0
OR_31005133,CS_11000070,PD_21000286,2024-08-21,06:03:00,6,HAPPEN,DV_61000005,40
OR_31005134,CS_11002963,PD_21004371,2024-12-04,08:45:56,6,"No Coupon",DV_61000004,0
OR_31005135,CS_11000404,PD_21004882,2023-11-28,17:10:32,10,MEAN,DV_61000005,15
OR_31005136,CS_11001501,PD_21008498,2024-09-24,14:55:05,1,"No Coupon",DV_61000001,0
OR_31005137,CS_11006197,PD_21002548,2023-06-28,18:27:43,6,"No Coupon",DV_61000003,0
OR_31005138,CS_11007513,PD_21007489,2023-01-23,10:19:02,3,"No Coupon",DV_61000003,0
OR_31005139,CS_11005145,PD_21000238,2024-11-06,04:02:48,5,"No Coupon",DV_61000003,0
OR_31005140,CS_11004377,PD_21002228,2024-05-16,05:18:40,3,"No Coupon",DV_61000002,0
OR_31005141,CS_11006866,PD_21001430,2024-12-24,15:15:03,10,"No Coupon",DV_61000001,0
OR_31005142,CS_11002589,PD_21002309,2024-03-10,20:00:28,1,GIVE,DV_61000001,50
OR_31005143,CS_11002311,PD_21002253,2024-09-26,03:16:56,2,ADULT,DV_61000004,10
OR_31005144,CS_11001555,PD_21005827,2023-07-16,05:07:25,10,"No Coupon",DV_61000002,0
OR_31005145,CS_11000169,PD_21003456,2024-02-12,19:45:06,9,"No Coupon",DV_61000005,0
OR_31005146,CS_11004241,PD_21002047,2023-05-15,09:41:46,9,"No Coupon",DV_61000001,0
OR_31005147,CS_11001628,PD_21008283,2024-09-18,06:52:41,5,GET,DV_61000002,50
OR_31005148,CS_11000333,PD_21000492,2023-11-22,21:31:36,1,"No Coupon",DV_61000002,0
OR_31005149,CS_11008524,PD_21007765,2024-05-30,14:17:24,1,ATTORNEY,DV_61000001,10
OR_31005150,CS_11007593,PD_21006311,2024-01-23,04:27:14,10,FORWARD,DV_61000004,25
OR_31005151,CS_11003802,PD_21001823,2024-04-11,21:45:54,5,"No Coupon",DV_61000002,0
OR_31005152,CS_11004645,PD_21001322,2023-02-17,19:55:05,6,"No Coupon",DV_61000003,0
OR_31005153,CS_11006501,PD_21002698,2023-11-18,13:04:06,7,"No Coupon",DV_61000002,0
OR_31005154,CS_11004485,PD_21001960,2024-08-21,15:14:59,4,"No Coupon",DV_61000005,0
OR_31005155,CS_11000465,PD_21007430,2023-02-12,15:14:50,6,"No Coupon",DV_61000001,0
OR_31005156,CS_11005635,PD_21004971,2024-09-28,07:34:49,10,SHARE,DV_61000005,10
OR_31005157,CS_11006102,PD_21003438,2024-08-11,06:11:22,2,"No Coupon",DV_61000004,0
OR_31005158,CS_11008047,PD_21002261,2024-05-11,16:24:20,9,"No Coupon",DV_61000003,0
OR_31005159,CS_11005822,PD_21008660,2024-05-24,15:32:50,10,"No Coupon",DV_61000001,0
OR_31005160,CS_11001167,PD_21004404,2023-08-03,22:00:44,2,"No Coupon",DV_61000002,0
OR_31005161,CS_11008726,PD_21002202,2024-08-12,21:02:08,3,THEIR,DV_61000003,25
OR_31005162,CS_11004306,PD_21008640,2023-05-10,11:28:48,7,GOAL,DV_61000002,50
OR_31005163,CS_11002784,PD_21002454,2023-06-26,02:29:01,5,PARENT,DV_61000004,25
OR_31005164,CS_11004035,PD_21001012,2023-09-16,14:37:30,2,"No Coupon",DV_61000001,0
OR_31005165,CS_11007402,PD_21001861,2023-09-06,02:09:19,8,FEELING,DV_61000004,25
OR_31005166,CS_11009996,PD_21008856,2023-05-10,00:12:27,3,CHALLENGE,DV_61000004,15
OR_31005167,CS_11000042,PD_21005494,2024-12-04,23:31:27,2,NATION,DV_61000004,10
OR_31005168,CS_11006574,PD_21005407,2023-04-24,23:07:53,9,"No Coupon",DV_61000004,0
OR_31005169,CS_11000497,PD_21005069,2023-04-23,17:18:37,3,TOO,DV_61000002,25
OR_31005170,CS_11004249,PD_21007866,2023-06-04,18:02:24,1,DEMOCRAT,DV_61000005,5
OR_31005171,CS_11000128,PD_21003911,2023-11-16,18:43:34,10,BEHAVIOR,DV_61000002,12
OR_31005172,CS_11006191,PD_21009259,2024-08-22,20:51:35,4,"No Coupon",DV_61000003,0
OR_31005173,CS_11003878,PD_21005775,2023-12-19,21:46:57,2,HOPE,DV_61000004,40
OR_31005174,CS_11004372,PD_21008989,2024-02-18,03:54:16,1,THAN,DV_61000003,25
OR_31005175,CS_11001692,PD_21006803,2023-04-08,12:38:25,10,CHILD,DV_61000002,15
OR_31005176,CS_11005852,PD_21004405,2024-02-20,21:33:24,2,"No Coupon",DV_61000004,0
OR_31005177,CS_11002223,PD_21009560,2024-10-09,19:09:16,9,WIFE,DV_61000002,10
OR_31005178,CS_11009452,PD_21000272,2024-08-23,16:20:31,6,"No Coupon",DV_61000004,0
OR_31005179,CS_11007283,PD_21003080,2023-05-15,12:53:32,9,WATER,DV_61000002,10
OR_31005180,CS_11005064,PD_21002625,2024-06-06,04:58:37,10,CELL,DV_61000001,15
OR_31005181,CS_11002572,PD_21009849,2023-11-17,17:11:47,8,"No Coupon",DV_61000005,0
OR_31005182,CS_11004961,PD_21000548,2024-09-04,02:43:53,3,"No Coupon",DV_61000005,0
OR_31005183,CS_11006455,PD_21005070,2024-07-07,21:39:16,5,CLEARLY,DV_61000004,15
OR_31005184,CS_11003359,PD_21003365,2024-02-13,18:34:20,6,"No Coupon",DV_61000001,0
OR_31005185,CS_11003538,PD_21007637,2024-02-07,19:53:44,1,BABY,DV_61000003,12
OR_31005186,CS_11008603,PD_21005464,2023-05-13,21:57:29,7,ELSE,DV_61000001,20
OR_31005187,CS_11002238,PD_21001332,2023-08-24,20:16:34,1,"No Coupon",DV_61000004,0
OR_31005188,CS_11001324,PD_21008102,2024-06-28,06:11:16,6,COACH,DV_61000001,15
OR_31005189,CS_11002133,PD_21005445,2024-10-26,11:47:06,2,PERFORM,DV_61000003,25
OR_31005190,CS_11009554,PD_21000082,2023-07-17,10:27:34,8,STUDENT,DV_61000004,10
OR_31005191,CS_11006222,PD_21007019,2024-11-07,06:53:56,9,"No Coupon",DV_61000005,0
OR_31005192,CS_11008796,PD_21008765,2023-10-11,03:15:10,8,GUY,DV_61000001,50
OR_31005193,CS_11008959,PD_21001960,2024-01-09,08:06:00,8,SECOND,DV_61000005,10
OR_31005194,CS_11005067,PD_21007766,2023-09-06,12:15:49,3,"No Coupon",DV_61000005,0
OR_31005195,CS_11008346,PD_21007386,2024-06-27,02:02:38,6,DESIGN,DV_61000002,5
OR_31005196,CS_11003364,PD_21003237,2024-11-12,04:41:38,2,"No Coupon",DV_61000003,0
OR_31005197,CS_11006013,PD_21001338,2023-11-08,06:26:53,3,CLOSE,DV_61000001,15
OR_31005198,CS_11008462,PD_21001278,2024-06-07,05:12:54,1,"No Coupon",DV_61000005,0
OR_31005199,CS_11004844,PD_21003598,2024-02-15,06:43:07,7,RACE,DV_61000005,5
OR_31005200,CS_11007424,PD_21008121,2023-09-06,11:23:50,9,"No Coupon",DV_61000003,0
OR_31005201,CS_11006333,PD_21006640,2023-09-16,04:30:46,1,"No Coupon",DV_61000005,0
OR_31005202,CS_11004711,PD_21006770,2023-11-08,21:38:06,7,BLOOD,DV_61000005,12
OR_31005203,CS_11002914,PD_21005847,2023-02-07,00:14:41,1,FIRE,DV_61000005,25
OR_31005204,CS_11008773,PD_21002714,2023-08-07,10:54:16,10,"No Coupon",DV_61000005,0
