Tr_ID,Or_ID,Transaction_Mode,Reward
TR_41005935,OR_31003270,"Net Banking",No
TR_41005936,OR_31005901,"Debit Card",Yes
TR_41005937,OR_31004541,"Net Banking",Yes
TR_41005938,OR_31004597,UPI,Yes
TR_41005939,OR_31008691,"Net Banking",Yes
TR_41005940,OR_31008832,"Credit Card",Yes
TR_41005941,OR_31004752,"Net Banking",Yes
TR_41005942,OR_31005512,UPI,No
TR_41005943,OR_31002671,"Credit Card",No
TR_41005944,OR_31009162,"Debit Card",Yes
TR_41005945,OR_31009187,"Debit Card",No
TR_41005946,OR_31006258,"Debit Card",Yes
TR_41005947,OR_31001869,"Net Banking",No
TR_41005948,OR_31007333,Wallet,No
TR_41005949,OR_31000612,Wallet,No
TR_41005950,OR_31000519,"Net Banking",Yes
TR_41005951,OR_31005001,"Net Banking",No
TR_41005952,OR_31004839,"Net Banking",No
TR_41005953,OR_31001466,"Credit Card",No
TR_41005954,OR_31003286,"Debit Card",Yes
TR_41005955,OR_31008757,"Net Banking",Yes
TR_41005956,OR_31006967,"Debit Card",No
TR_41005957,OR_31008933,"Net Banking",No
TR_41005958,OR_31001566,"Credit Card",No
TR_41005959,OR_31000328,Wallet,Yes
TR_41005960,OR_31007854,"Credit Card",Yes
TR_41005961,OR_31002094,"Credit Card",No
TR_41005962,OR_31007279,"Debit Card",Yes
TR_41005963,OR_31003178,UPI,Yes
TR_41005964,OR_31007452,UPI,No
TR_41005965,OR_31002660,UPI,Yes
TR_41005966,OR_31002454,Wallet,Yes
TR_41005967,OR_31007052,"Credit Card",No
TR_41005968,OR_31004527,"Credit Card",Yes
TR_41005969,OR_31003173,"Debit Card",No
TR_41005970,OR_31002437,"Debit Card",Yes
TR_41005971,OR_31006056,"Net Banking",No
TR_41005972,OR_31002967,"Credit Card",No
TR_41005973,OR_31000214,"Net Banking",Yes
TR_41005974,OR_31001077,"Net Banking",Yes
TR_41005975,OR_31000422,"Net Banking",No
TR_41005976,OR_31006933,UPI,Yes
TR_41005977,OR_31008861,"Credit Card",Yes
TR_41005978,OR_31003638,Wallet,Yes
TR_41005979,OR_31007467,UPI,No
TR_41005980,OR_31006106,"Net Banking",Yes
TR_41005981,OR_31003876,"Debit Card",No
TR_41005982,OR_31005121,"Debit Card",Yes
TR_41005983,OR_31000133,UPI,Yes
TR_41005984,OR_31002649,"Net Banking",No
TR_41005985,OR_31008824,"Debit Card",Yes
TR_41005986,OR_31000351,"Net Banking",No
TR_41005987,OR_31005441,"Credit Card",Yes
TR_41005988,OR_31009470,"Debit Card",No
TR_41005989,OR_31002854,Wallet,No
TR_41005990,OR_31002313,"Net Banking",No
TR_41005991,OR_31009227,"Credit Card",No
TR_41005992,OR_31009972,"Net Banking",Yes
TR_41005993,OR_31007231,UPI,No
TR_41005994,OR_31008698,"Net Banking",Yes
TR_41005995,OR_31004020,"Debit Card",Yes
TR_41005996,OR_31008085,"Credit Card",No
TR_41005997,OR_31006998,Wallet,No
TR_41005998,OR_31002367,Wallet,No
TR_41005999,OR_31002059,Wallet,No
TR_41006000,OR_31009764,"Net Banking",No
TR_41006001,OR_31002811,"Credit Card",No
TR_41006002,OR_31008544,UPI,Yes
TR_41006003,OR_31003343,"Net Banking",No
TR_41006004,OR_31005687,UPI,No
TR_41006005,OR_31004178,Wallet,Yes
TR_41006006,OR_31002668,"Debit Card",Yes
TR_41006007,OR_31009264,"Net Banking",Yes
TR_41006008,OR_31004717,UPI,No
TR_41006009,OR_31007298,"Debit Card",No
TR_41006010,OR_31007849,UPI,No
TR_41006011,OR_31005244,UPI,Yes
TR_41006012,OR_31008952,"Debit Card",Yes
TR_41006013,OR_31002558,"Net Banking",No
TR_41006014,OR_31003821,"Debit Card",Yes
TR_41006015,OR_31007411,Wallet,No
TR_41006016,OR_31005173,"Net Banking",Yes
TR_41006017,OR_31005062,"Credit Card",No
TR_41006018,OR_31004536,UPI,No
TR_41006019,OR_31009657,"Net Banking",No
TR_41006020,OR_31000888,"Net Banking",No
TR_41006021,OR_31000938,UPI,No
TR_41006022,OR_31003519,Wallet,Yes
TR_41006023,OR_31009789,Wallet,Yes
TR_41006024,OR_31008619,UPI,No
TR_41006025,OR_31009572,"Credit Card",Yes
TR_41006026,OR_31005602,"Debit Card",Yes
TR_41006027,OR_31004142,"Credit Card",No
TR_41006028,OR_31003022,"Debit Card",Yes
TR_41006029,OR_31000020,UPI,Yes
TR_41006030,OR_31006490,Wallet,No
TR_41006031,OR_31002037,UPI,Yes
TR_41006032,OR_31001601,"Net Banking",No
TR_41006033,OR_31004690,"Credit Card",No
TR_41006034,OR_31004422,"Net Banking",Yes
TR_41006035,OR_31000472,"Credit Card",Yes
TR_41006036,OR_31008232,UPI,No
TR_41006037,OR_31006900,"Net Banking",Yes
TR_41006038,OR_31008980,"Net Banking",No
TR_41006039,OR_31007570,"Net Banking",No
TR_41006040,OR_31004046,Wallet,No
TR_41006041,OR_31000028,"Net Banking",No
TR_41006042,OR_31000950,UPI,No
TR_41006043,OR_31004666,"Net Banking",Yes
TR_41006044,OR_31007567,"Net Banking",Yes
TR_41006045,OR_31004894,UPI,Yes
TR_41006046,OR_31007566,"Credit Card",No
TR_41006047,OR_31009154,"Net Banking",No
TR_41006048,OR_31003947,"Debit Card",Yes
TR_41006049,OR_31004555,"Net Banking",No
TR_41006050,OR_31009467,"Net Banking",Yes
TR_41006051,OR_31003730,Wallet,Yes
TR_41006052,OR_31002441,"Credit Card",No
TR_41006053,OR_31009496,UPI,Yes
TR_41006054,OR_31000332,"Credit Card",Yes
TR_41006055,OR_31008981,Wallet,No
TR_41006056,OR_31003659,"Debit Card",Yes
TR_41006057,OR_31004525,Wallet,Yes
TR_41006058,OR_31003321,"Net Banking",Yes
TR_41006059,OR_31006079,Wallet,Yes
TR_41006060,OR_31005495,UPI,No
TR_41006061,OR_31005175,UPI,Yes
TR_41006062,OR_31004288,UPI,No
TR_41006063,OR_31003716,"Credit Card",No
TR_41006064,OR_31006019,Wallet,No
TR_41006065,OR_31005194,"Credit Card",No
TR_41006066,OR_31002268,"Debit Card",Yes
TR_41006067,OR_31006949,"Net Banking",No
TR_41006068,OR_31005335,"Net Banking",Yes
TR_41006069,OR_31003428,"Net Banking",Yes
TR_41006070,OR_31002371,"Net Banking",Yes
TR_41006071,OR_31004647,"Net Banking",Yes
TR_41006072,OR_31000133,"Credit Card",No
TR_41006073,OR_31005723,Wallet,No
TR_41006074,OR_31005909,Wallet,No
TR_41006075,OR_31003024,UPI,Yes
TR_41006076,OR_31001679,"Credit Card",Yes
TR_41006077,OR_31002570,Wallet,Yes
TR_41006078,OR_31004063,Wallet,Yes
TR_41006079,OR_31007935,UPI,No
TR_41006080,OR_31000141,UPI,Yes
TR_41006081,OR_31004809,"Net Banking",No
TR_41006082,OR_31006814,Wallet,No
TR_41006083,OR_31001545,Wallet,Yes
TR_41006084,OR_31006219,UPI,Yes
TR_41006085,OR_31008772,"Credit Card",No
TR_41006086,OR_31007579,"Debit Card",Yes
TR_41006087,OR_31004964,"Net Banking",Yes
TR_41006088,OR_31008850,Wallet,Yes
TR_41006089,OR_31007739,Wallet,Yes
TR_41006090,OR_31001386,UPI,Yes
TR_41006091,OR_31001570,UPI,Yes
TR_41006092,OR_31001999,"Debit Card",Yes
TR_41006093,OR_31000741,Wallet,No
TR_41006094,OR_31007484,"Credit Card",Yes
TR_41006095,OR_31000543,Wallet,Yes
TR_41006096,OR_31005869,UPI,Yes
TR_41006097,OR_31009628,Wallet,Yes
TR_41006098,OR_31004766,"Credit Card",No
TR_41006099,OR_31008350,Wallet,No
TR_41006100,OR_31007188,"Debit Card",Yes
TR_41006101,OR_31004106,Wallet,Yes
TR_41006102,OR_31006272,UPI,Yes
TR_41006103,OR_31005515,"Debit Card",No
TR_41006104,OR_31004995,"Debit Card",Yes
TR_41006105,OR_31007237,"Credit Card",Yes
TR_41006106,OR_31000155,UPI,No
TR_41006107,OR_31007512,UPI,Yes
TR_41006108,OR_31007601,"Net Banking",Yes
TR_41006109,OR_31008301,"Credit Card",No
TR_41006110,OR_31006698,"Net Banking",No
TR_41006111,OR_31004579,"Net Banking",No
TR_41006112,OR_31002396,Wallet,Yes
TR_41006113,OR_31002787,"Credit Card",No
TR_41006114,OR_31003497,Wallet,No
TR_41006115,OR_31009134,"Net Banking",Yes
TR_41006116,OR_31005798,"Credit Card",No
TR_41006117,OR_31006763,UPI,No
TR_41006118,OR_31000010,Wallet,Yes
TR_41006119,OR_31005497,"Net Banking",Yes
TR_41006120,OR_31006800,Wallet,No
TR_41006121,OR_31007525,"Credit Card",Yes
TR_41006122,OR_31007767,"Net Banking",No
TR_41006123,OR_31004209,"Net Banking",No
TR_41006124,OR_31006125,"Net Banking",No
TR_41006125,OR_31001662,"Debit Card",No
TR_41006126,OR_31006267,"Debit Card",No
TR_41006127,OR_31004299,"Net Banking",Yes
TR_41006128,OR_31005712,UPI,Yes
TR_41006129,OR_31006661,UPI,No
TR_41006130,OR_31005427,"Net Banking",No
TR_41006131,OR_31004451,"Debit Card",No
TR_41006132,OR_31009661,UPI,Yes
TR_41006133,OR_31007938,"Debit Card",No
TR_41006134,OR_31007388,"Net Banking",Yes
TR_41006135,OR_31000510,Wallet,No
TR_41006136,OR_31005799,"Debit Card",No
TR_41006137,OR_31006232,Wallet,No
TR_41006138,OR_31000105,"Net Banking",No
TR_41006139,OR_31008349,"Credit Card",Yes
TR_41006140,OR_31005939,"Net Banking",Yes
TR_41006141,OR_31009693,Wallet,Yes
TR_41006142,OR_31007823,"Net Banking",Yes
TR_41006143,OR_31004414,"Debit Card",No
TR_41006144,OR_31005912,Wallet,No
TR_41006145,OR_31005672,Wallet,Yes
TR_41006146,OR_31008237,UPI,No
TR_41006147,OR_31001653,"Net Banking",Yes
TR_41006148,OR_31005176,UPI,Yes
TR_41006149,OR_31002454,Wallet,Yes
TR_41006150,OR_31002860,"Credit Card",No
TR_41006151,OR_31006957,"Credit Card",No
TR_41006152,OR_31002027,"Credit Card",Yes
TR_41006153,OR_31002700,Wallet,Yes
TR_41006154,OR_31009821,UPI,Yes
TR_41006155,OR_31008869,Wallet,No
TR_41006156,OR_31006996,"Debit Card",Yes
TR_41006157,OR_31008619,"Net Banking",No
TR_41006158,OR_31001108,"Debit Card",No
TR_41006159,OR_31006768,UPI,Yes
TR_41006160,OR_31002840,UPI,No
TR_41006161,OR_31007894,"Credit Card",No
TR_41006162,OR_31009853,"Net Banking",Yes
TR_41006163,OR_31002988,Wallet,No
TR_41006164,OR_31006309,Wallet,No
TR_41006165,OR_31002881,"Debit Card",Yes
TR_41006166,OR_31003079,"Debit Card",No
TR_41006167,OR_31000367,"Debit Card",No
TR_41006168,OR_31001663,UPI,No
TR_41006169,OR_31006032,UPI,Yes
TR_41006170,OR_31005108,"Net Banking",Yes
TR_41006171,OR_31002437,Wallet,No
TR_41006172,OR_31009782,"Credit Card",No
TR_41006173,OR_31007740,Wallet,Yes
TR_41006174,OR_31007589,"Net Banking",No
TR_41006175,OR_31000332,UPI,Yes
TR_41006176,OR_31005631,Wallet,No
TR_41006177,OR_31008857,"Debit Card",No
TR_41006178,OR_31005844,"Debit Card",Yes
TR_41006179,OR_31002754,"Debit Card",No
TR_41006180,OR_31007400,"Debit Card",Yes
TR_41006181,OR_31000299,"Credit Card",No
TR_41006182,OR_31009947,"Credit Card",Yes
TR_41006183,OR_31002373,"Debit Card",Yes
TR_41006184,OR_31001819,UPI,No
TR_41006185,OR_31006845,"Debit Card",Yes
TR_41006186,OR_31001915,UPI,No
TR_41006187,OR_31009540,Wallet,Yes
TR_41006188,OR_31000705,"Debit Card",Yes
TR_41006189,OR_31008028,"Credit Card",Yes
TR_41006190,OR_31003778,"Debit Card",No
TR_41006191,OR_31005823,"Net Banking",No
TR_41006192,OR_31001928,Wallet,No
TR_41006193,OR_31006387,"Net Banking",No
TR_41006194,OR_31004249,"Debit Card",Yes
TR_41006195,OR_31008676,"Debit Card",Yes
TR_41006196,OR_31005137,UPI,Yes
TR_41006197,OR_31009354,Wallet,No
TR_41006198,OR_31006309,"Net Banking",Yes
TR_41006199,OR_31000816,"Net Banking",No
TR_41006200,OR_31001709,UPI,No
TR_41006201,OR_31008164,"Debit Card",Yes
TR_41006202,OR_31007772,"Credit Card",No
TR_41006203,OR_31006823,"Net Banking",No
TR_41006204,OR_31001814,UPI,No
TR_41006205,OR_31008231,Wallet,Yes
TR_41006206,OR_31006073,"Credit Card",Yes
TR_41006207,OR_31008254,Wallet,No
TR_41006208,OR_31008261,UPI,No
TR_41006209,OR_31002857,UPI,No
TR_41006210,OR_31005635,"Net Banking",No
TR_41006211,OR_31005025,"Credit Card",No
TR_41006212,OR_31008147,UPI,Yes
TR_41006213,OR_31007275,"Net Banking",No
TR_41006214,OR_31008350,"Credit Card",No
TR_41006215,OR_31009758,Wallet,Yes
TR_41006216,OR_31004408,"Net Banking",Yes
TR_41006217,OR_31005281,UPI,Yes
TR_41006218,OR_31004782,"Net Banking",No
TR_41006219,OR_31001437,"Net Banking",No
TR_41006220,OR_31009120,"Debit Card",Yes
TR_41006221,OR_31006324,"Credit Card",No
TR_41006222,OR_31003644,"Debit Card",No
TR_41006223,OR_31002646,"Debit Card",Yes
TR_41006224,OR_31006870,"Net Banking",Yes
TR_41006225,OR_31007217,UPI,Yes
TR_41006226,OR_31008460,"Debit Card",Yes
TR_41006227,OR_31006233,"Net Banking",Yes
TR_41006228,OR_31005561,UPI,No
TR_41006229,OR_31005431,"Credit Card",Yes
TR_41006230,OR_31004938,"Debit Card",Yes
TR_41006231,OR_31003498,"Credit Card",Yes
TR_41006232,OR_31004592,"Credit Card",No
TR_41006233,OR_31006751,"Credit Card",Yes
TR_41006234,OR_31002675,Wallet,Yes
TR_41006235,OR_31008653,"Credit Card",No
TR_41006236,OR_31003613,UPI,Yes
TR_41006237,OR_31007731,"Net Banking",Yes
TR_41006238,OR_31006039,"Debit Card",Yes
TR_41006239,OR_31007818,"Net Banking",Yes
TR_41006240,OR_31008203,"Net Banking",No
TR_41006241,OR_31004096,UPI,No
TR_41006242,OR_31000879,UPI,Yes
TR_41006243,OR_31006101,"Debit Card",No
TR_41006244,OR_31005757,"Debit Card",Yes
TR_41006245,OR_31007325,"Credit Card",No
TR_41006246,OR_31008152,Wallet,No
TR_41006247,OR_31004123,"Debit Card",No
TR_41006248,OR_31000456,"Net Banking",No
TR_41006249,OR_31006820,"Net Banking",Yes
TR_41006250,OR_31000604,"Debit Card",Yes
TR_41006251,OR_31003130,Wallet,Yes
TR_41006252,OR_31003580,"Net Banking",No
TR_41006253,OR_31001594,UPI,Yes
TR_41006254,OR_31008627,"Debit Card",No
TR_41006255,OR_31002901,"Debit Card",No
TR_41006256,OR_31004000,"Debit Card",No
TR_41006257,OR_31002702,"Credit Card",No
TR_41006258,OR_31005099,UPI,No
TR_41006259,OR_31009168,"Credit Card",No
TR_41006260,OR_31005876,Wallet,No
TR_41006261,OR_31008693,"Debit Card",No
TR_41006262,OR_31005739,"Credit Card",Yes
TR_41006263,OR_31005173,UPI,Yes
TR_41006264,OR_31003496,UPI,No
TR_41006265,OR_31004351,"Credit Card",No
TR_41006266,OR_31003864,"Net Banking",No
TR_41006267,OR_31001950,"Credit Card",Yes
TR_41006268,OR_31007248,"Credit Card",No
TR_41006269,OR_31000350,"Debit Card",No
TR_41006270,OR_31007771,"Credit Card",Yes
TR_41006271,OR_31003652,"Credit Card",Yes
TR_41006272,OR_31003432,Wallet,No
TR_41006273,OR_31006788,Wallet,No
TR_41006274,OR_31004214,"Net Banking",No
TR_41006275,OR_31002064,"Debit Card",No
TR_41006276,OR_31006333,Wallet,No
TR_41006277,OR_31006238,"Debit Card",No
TR_41006278,OR_31005188,"Net Banking",No
TR_41006279,OR_31005482,UPI,Yes
TR_41006280,OR_31007078,"Credit Card",No
TR_41006281,OR_31005150,Wallet,No
TR_41006282,OR_31009165,"Credit Card",No
TR_41006283,OR_31004757,"Net Banking",Yes
TR_41006284,OR_31000294,"Credit Card",Yes
TR_41006285,OR_31002665,"Credit Card",No
TR_41006286,OR_31001154,"Credit Card",No
TR_41006287,OR_31009441,UPI,No
TR_41006288,OR_31002088,Wallet,No
TR_41006289,OR_31006082,"Net Banking",No
TR_41006290,OR_31004365,"Net Banking",Yes
TR_41006291,OR_31003260,"Credit Card",Yes
TR_41006292,OR_31003847,"Credit Card",Yes
TR_41006293,OR_31008942,UPI,Yes
TR_41006294,OR_31003018,Wallet,No
TR_41006295,OR_31003399,"Debit Card",Yes
TR_41006296,OR_31004140,Wallet,No
TR_41006297,OR_31009881,Wallet,No
TR_41006298,OR_31002341,"Net Banking",Yes
TR_41006299,OR_31009165,"Debit Card",Yes
TR_41006300,OR_31002454,"Net Banking",Yes
TR_41006301,OR_31005734,"Net Banking",Yes
TR_41006302,OR_31001458,"Net Banking",No
TR_41006303,OR_31006023,UPI,Yes
TR_41006304,OR_31004735,UPI,Yes
TR_41006305,OR_31001921,"Debit Card",Yes
TR_41006306,OR_31005999,"Credit Card",No
TR_41006307,OR_31008395,"Net Banking",Yes
TR_41006308,OR_31001473,UPI,No
TR_41006309,OR_31006956,"Credit Card",Yes
TR_41006310,OR_31000063,Wallet,Yes
TR_41006311,OR_31006289,"Debit Card",Yes
TR_41006312,OR_31004795,"Net Banking",No
TR_41006313,OR_31004007,"Net Banking",No
TR_41006314,OR_31001836,Wallet,Yes
TR_41006315,OR_31008906,"Credit Card",No
TR_41006316,OR_31007512,"Debit Card",No
TR_41006317,OR_31003946,"Debit Card",Yes
TR_41006318,OR_31005917,"Net Banking",Yes
TR_41006319,OR_31009650,Wallet,Yes
TR_41006320,OR_31004891,"Credit Card",Yes
TR_41006321,OR_31000634,UPI,No
TR_41006322,OR_31000761,UPI,No
TR_41006323,OR_31005260,"Debit Card",No
TR_41006324,OR_31006162,UPI,Yes
TR_41006325,OR_31000630,"Credit Card",Yes
TR_41006326,OR_31009991,Wallet,Yes
TR_41006327,OR_31005328,"Credit Card",No
TR_41006328,OR_31009856,UPI,Yes
TR_41006329,OR_31008463,"Net Banking",Yes
TR_41006330,OR_31007562,"Debit Card",No
TR_41006331,OR_31001462,"Credit Card",No
TR_41006332,OR_31007207,"Credit Card",No
TR_41006333,OR_31004331,Wallet,No
TR_41006334,OR_31001943,Wallet,No
TR_41006335,OR_31003863,UPI,No
TR_41006336,OR_31003233,"Net Banking",No
TR_41006337,OR_31007517,"Debit Card",Yes
TR_41006338,OR_31008652,"Debit Card",Yes
TR_41006339,OR_31001335,"Credit Card",No
TR_41006340,OR_31000419,UPI,No
TR_41006341,OR_31004271,"Debit Card",No
TR_41006342,OR_31007913,"Credit Card",Yes
TR_41006343,OR_31007001,"Debit Card",Yes
TR_41006344,OR_31008324,UPI,No
TR_41006345,OR_31009900,"Net Banking",No
TR_41006346,OR_31001322,Wallet,Yes
TR_41006347,OR_31008450,"Net Banking",Yes
TR_41006348,OR_31004737,Wallet,Yes
TR_41006349,OR_31006043,"Debit Card",Yes
TR_41006350,OR_31009606,"Net Banking",No
TR_41006351,OR_31007755,Wallet,Yes
TR_41006352,OR_31006607,Wallet,Yes
TR_41006353,OR_31005118,"Credit Card",No
TR_41006354,OR_31008143,UPI,No
TR_41006355,OR_31001065,Wallet,No
TR_41006356,OR_31005450,"Debit Card",No
TR_41006357,OR_31006657,Wallet,No
TR_41006358,OR_31003167,"Net Banking",Yes
TR_41006359,OR_31008945,UPI,No
TR_41006360,OR_31005634,"Net Banking",Yes
TR_41006361,OR_31007227,"Net Banking",Yes
TR_41006362,OR_31001352,"Net Banking",No
TR_41006363,OR_31006753,Wallet,No
TR_41006364,OR_31005184,"Debit Card",Yes
TR_41006365,OR_31004618,"Credit Card",Yes
TR_41006366,OR_31000200,Wallet,Yes
TR_41006367,OR_31009035,UPI,No
TR_41006368,OR_31000349,"Credit Card",No
TR_41006369,OR_31004386,Wallet,No
TR_41006370,OR_31008767,"Net Banking",Yes
TR_41006371,OR_31004084,"Debit Card",No
TR_41006372,OR_31009171,"Net Banking",Yes
TR_41006373,OR_31006922,UPI,No
TR_41006374,OR_31004358,"Net Banking",No
TR_41006375,OR_31002156,Wallet,No
TR_41006376,OR_31001697,"Debit Card",Yes
TR_41006377,OR_31003625,"Credit Card",No
TR_41006378,OR_31004096,UPI,No
TR_41006379,OR_31009954,"Debit Card",Yes
TR_41006380,OR_31002517,"Credit Card",No
TR_41006381,OR_31009692,"Debit Card",No
TR_41006382,OR_31000461,UPI,Yes
TR_41006383,OR_31000275,"Net Banking",Yes
TR_41006384,OR_31001287,Wallet,Yes
TR_41006385,OR_31007857,"Credit Card",No
TR_41006386,OR_31004665,"Credit Card",No
TR_41006387,OR_31008685,Wallet,Yes
TR_41006388,OR_31005865,"Debit Card",Yes
TR_41006389,OR_31003058,"Debit Card",No
TR_41006390,OR_31004553,"Debit Card",No
TR_41006391,OR_31004227,UPI,No
TR_41006392,OR_31002950,"Debit Card",Yes
TR_41006393,OR_31009244,Wallet,No
TR_41006394,OR_31007879,"Credit Card",No
TR_41006395,OR_31007995,"Credit Card",No
TR_41006396,OR_31005512,UPI,No
TR_41006397,OR_31006973,"Net Banking",Yes
TR_41006398,OR_31003509,UPI,No
TR_41006399,OR_31008152,"Debit Card",No
TR_41006400,OR_31001365,UPI,No
TR_41006401,OR_31009229,"Credit Card",Yes
TR_41006402,OR_31002080,Wallet,Yes
TR_41006403,OR_31006542,"Net Banking",No
TR_41006404,OR_31009494,"Debit Card",Yes
TR_41006405,OR_31002757,"Credit Card",Yes
TR_41006406,OR_31003926,"Net Banking",No
TR_41006407,OR_31000837,"Credit Card",No
TR_41006408,OR_31004990,UPI,Yes
TR_41006409,OR_31007078,"Credit Card",Yes
TR_41006410,OR_31003232,Wallet,No
TR_41006411,OR_31001179,"Net Banking",No
TR_41006412,OR_31002603,"Debit Card",No
TR_41006413,OR_31002213,Wallet,No
TR_41006414,OR_31001735,Wallet,No
TR_41006415,OR_31001316,"Credit Card",Yes
TR_41006416,OR_31004172,"Debit Card",Yes
TR_41006417,OR_31002181,UPI,No
TR_41006418,OR_31005912,"Debit Card",No
TR_41006419,OR_31002158,UPI,Yes
TR_41006420,OR_31000384,"Credit Card",No
TR_41006421,OR_31001173,UPI,Yes
TR_41006422,OR_31009464,"Net Banking",Yes
TR_41006423,OR_31009229,"Debit Card",No
TR_41006424,OR_31005547,"Debit Card",Yes
TR_41006425,OR_31007672,Wallet,Yes
TR_41006426,OR_31003288,"Credit Card",Yes
TR_41006427,OR_31000777,"Credit Card",Yes
TR_41006428,OR_31003302,"Credit Card",No
TR_41006429,OR_31009429,UPI,No
TR_41006430,OR_31003103,UPI,Yes
TR_41006431,OR_31005772,UPI,Yes
TR_41006432,OR_31007371,Wallet,Yes
TR_41006433,OR_31006152,"Credit Card",No
TR_41006434,OR_31005157,UPI,No
TR_41006435,OR_31004253,"Net Banking",No
TR_41006436,OR_31004749,Wallet,No
TR_41006437,OR_31007045,"Credit Card",Yes
TR_41006438,OR_31008082,"Net Banking",Yes
TR_41006439,OR_31007776,UPI,No
TR_41006440,OR_31007592,Wallet,Yes
TR_41006441,OR_31006453,"Net Banking",Yes
TR_41006442,OR_31006448,UPI,Yes
TR_41006443,OR_31000992,"Debit Card",Yes
TR_41006444,OR_31007121,"Credit Card",Yes
TR_41006445,OR_31001668,"Debit Card",No
TR_41006446,OR_31001359,"Net Banking",Yes
TR_41006447,OR_31000473,"Debit Card",No
TR_41006448,OR_31007527,"Credit Card",Yes
TR_41006449,OR_31006165,"Net Banking",No
TR_41006450,OR_31001104,"Credit Card",Yes
TR_41006451,OR_31002971,Wallet,Yes
TR_41006452,OR_31003613,"Net Banking",Yes
TR_41006453,OR_31004088,Wallet,Yes
TR_41006454,OR_31004203,Wallet,No
TR_41006455,OR_31003385,Wallet,Yes
TR_41006456,OR_31005275,"Net Banking",No
TR_41006457,OR_31009188,"Debit Card",No
TR_41006458,OR_31000667,UPI,No
TR_41006459,OR_31004080,Wallet,No
TR_41006460,OR_31004395,UPI,Yes
TR_41006461,OR_31004198,"Net Banking",No
TR_41006462,OR_31001358,"Net Banking",No
TR_41006463,OR_31005754,"Net Banking",Yes
TR_41006464,OR_31005912,"Net Banking",No
TR_41006465,OR_31006167,"Credit Card",No
TR_41006466,OR_31005365,"Debit Card",No
TR_41006467,OR_31004142,"Debit Card",Yes
TR_41006468,OR_31006018,UPI,No
TR_41006469,OR_31004070,Wallet,Yes
TR_41006470,OR_31002925,Wallet,Yes
TR_41006471,OR_31002251,"Credit Card",No
TR_41006472,OR_31000968,"Debit Card",No
TR_41006473,OR_31000853,"Credit Card",Yes
TR_41006474,OR_31005423,"Net Banking",Yes
TR_41006475,OR_31009619,"Net Banking",No
TR_41006476,OR_31000057,"Credit Card",Yes
TR_41006477,OR_31002439,UPI,No
TR_41006478,OR_31008383,UPI,Yes
TR_41006479,OR_31003267,UPI,Yes
TR_41006480,OR_31004478,Wallet,Yes
TR_41006481,OR_31005253,Wallet,No
TR_41006482,OR_31002061,"Credit Card",No
TR_41006483,OR_31009101,"Net Banking",No
TR_41006484,OR_31009673,Wallet,No
TR_41006485,OR_31003873,"Net Banking",No
TR_41006486,OR_31005775,Wallet,No
TR_41006487,OR_31005280,Wallet,No
TR_41006488,OR_31007232,"Net Banking",Yes
TR_41006489,OR_31000365,"Net Banking",Yes
TR_41006490,OR_31009143,"Net Banking",No
TR_41006491,OR_31001698,"Debit Card",No
TR_41006492,OR_31003058,"Credit Card",No
TR_41006493,OR_31005157,"Debit Card",No
TR_41006494,OR_31007821,Wallet,No
TR_41006495,OR_31008007,"Net Banking",No
TR_41006496,OR_31000465,"Net Banking",No
TR_41006497,OR_31005464,"Debit Card",No
TR_41006498,OR_31003241,UPI,No
TR_41006499,OR_31005518,"Credit Card",No
TR_41006500,OR_31000569,"Net Banking",No
TR_41006501,OR_31002246,"Debit Card",Yes
TR_41006502,OR_31009066,"Debit Card",No
TR_41006503,OR_31007062,UPI,Yes
TR_41006504,OR_31003787,"Credit Card",Yes
TR_41006505,OR_31006172,"Net Banking",No
TR_41006506,OR_31004039,"Net Banking",No
TR_41006507,OR_31009190,Wallet,Yes
TR_41006508,OR_31003677,"Debit Card",No
TR_41006509,OR_31006578,"Credit Card",Yes
TR_41006510,OR_31003075,Wallet,Yes
TR_41006511,OR_31009610,Wallet,Yes
TR_41006512,OR_31000467,Wallet,No
TR_41006513,OR_31001621,"Net Banking",No
